"Town","FIPS","Year","Admission Type","Measure Type","Variable","Value"
"Pomfret","0901561030","2020","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Pomfret","0901561030","2020","Mental Health and Substance Abuse","Number","DMHAS Admissions",0
"Pomfret","0901561030","2020","Mental Health and Substance Abuse","Percent","DMHAS Admissions",0
"Pomfret","0901561030","2020","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",0
"Pomfret","0901561030","2020","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0
"Pomfret","0901561030","2020","Substance Abuse","Number","DMHAS Admissions",21
"Pomfret","0901561030","2020","Substance Abuse","Percent","DMHAS Admissions",60
"Pomfret","0901561030","2020","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",50.26
"Pomfret","0901561030","2020","Substance Abuse","Rate (per 10,000)","Margins of Error",0.42
"Pomfret","0901561030","2020","Total","Number","DMHAS Admissions",35
"Pomfret","0901561030","2020","Total","Rate (per 10,000)","DMHAS Admissions",83.77
"Pomfret","0901561030","2020","Total","Rate (per 10,000)","Margins of Error",0.7
"Portland","0900761800","2010","Mental Health","Number","DMHAS Admissions",70
"Portland","0900761800","2010","Mental Health","Percent","DMHAS Admissions",33.18
"Portland","0900761800","2010","Mental Health","Rate (per 10,000)","DMHAS Admissions",74.29
"Portland","0900761800","2010","Mental Health","Rate (per 10,000)","Margins of Error",0.22
"Portland","0900761800","2010","Mental Health and Substance Abuse","Number","DMHAS Admissions",15
"Portland","0900761800","2010","Mental Health and Substance Abuse","Percent","DMHAS Admissions",7.11
"Portland","0900761800","2010","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",15.92
"Portland","0900761800","2010","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.05
"Portland","0900761800","2010","Substance Abuse","Number","DMHAS Admissions",126
"Portland","0900761800","2010","Substance Abuse","Percent","DMHAS Admissions",59.72
"Portland","0900761800","2010","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",133.73
"Portland","0900761800","2010","Substance Abuse","Rate (per 10,000)","Margins of Error",0.4
"Portland","0900761800","2010","Total","Number","DMHAS Admissions",211
"Portland","0900761800","2010","Total","Rate (per 10,000)","DMHAS Admissions",223.94
"Portland","0900761800","2010","Total","Rate (per 10,000)","Margins of Error",0.67
"Portland","0900761800","2011","Mental Health","Number","DMHAS Admissions",76
"Portland","0900761800","2011","Mental Health","Percent","DMHAS Admissions",36.19
"Portland","0900761800","2011","Mental Health","Rate (per 10,000)","DMHAS Admissions",80.25
"Portland","0900761800","2011","Mental Health","Rate (per 10,000)","Margins of Error",0.17
"Portland","0900761800","2011","Mental Health and Substance Abuse","Number","DMHAS Admissions",18
"Portland","0900761800","2011","Mental Health and Substance Abuse","Percent","DMHAS Admissions",8.57
"Portland","0900761800","2011","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",19.01
"Portland","0900761800","2011","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.04
"Portland","0900761800","2011","Substance Abuse","Number","DMHAS Admissions",116
"Portland","0900761800","2011","Substance Abuse","Percent","DMHAS Admissions",55.24
"Portland","0900761800","2011","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",122.49
"Portland","0900761800","2011","Substance Abuse","Rate (per 10,000)","Margins of Error",0.26
"Portland","0900761800","2011","Total","Number","DMHAS Admissions",210
"Portland","0900761800","2011","Total","Rate (per 10,000)","DMHAS Admissions",221.75
"Portland","0900761800","2011","Total","Rate (per 10,000)","Margins of Error",0.47
"Portland","0900761800","2012","Mental Health","Number","DMHAS Admissions",71
"Portland","0900761800","2012","Mental Health","Percent","DMHAS Admissions",35.15
"Portland","0900761800","2012","Mental Health","Rate (per 10,000)","DMHAS Admissions",74.74
"Portland","0900761800","2012","Mental Health","Rate (per 10,000)","Margins of Error",0.51
"Portland","0900761800","2012","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Portland","0900761800","2012","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Portland","0900761800","2012","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Portland","0900761800","2012","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Portland","0900761800","2012","Substance Abuse","Number","DMHAS Admissions",121
"Portland","0900761800","2012","Substance Abuse","Percent","DMHAS Admissions",59.9
"Portland","0900761800","2012","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",127.37
"Portland","0900761800","2012","Substance Abuse","Rate (per 10,000)","Margins of Error",0.87
"Portland","0900761800","2012","Total","Number","DMHAS Admissions",202
"Portland","0900761800","2012","Total","Rate (per 10,000)","DMHAS Admissions",212.63
"Portland","0900761800","2012","Total","Rate (per 10,000)","Margins of Error",1.45
"Portland","0900761800","2013","Mental Health","Number","DMHAS Admissions",64
"Portland","0900761800","2013","Mental Health","Percent","DMHAS Admissions",35.16
"Portland","0900761800","2013","Mental Health","Rate (per 10,000)","DMHAS Admissions",67.46
"Portland","0900761800","2013","Mental Health","Rate (per 10,000)","Margins of Error",0.18
"Portland","0900761800","2013","Mental Health and Substance Abuse","Number","DMHAS Admissions",15
"Portland","0900761800","2013","Mental Health and Substance Abuse","Percent","DMHAS Admissions",8.24
"Portland","0900761800","2013","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",15.81
"Portland","0900761800","2013","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.04
"Portland","0900761800","2013","Substance Abuse","Number","DMHAS Admissions",103
"Portland","0900761800","2013","Substance Abuse","Percent","DMHAS Admissions",56.59
"Portland","0900761800","2013","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",108.57
"Portland","0900761800","2013","Substance Abuse","Rate (per 10,000)","Margins of Error",0.29
"Portland","0900761800","2013","Total","Number","DMHAS Admissions",182
"Portland","0900761800","2013","Total","Rate (per 10,000)","DMHAS Admissions",191.84
"Portland","0900761800","2013","Total","Rate (per 10,000)","Margins of Error",0.51
"Portland","0900761800","2014","Mental Health","Number","DMHAS Admissions",66
"Portland","0900761800","2014","Mental Health","Percent","DMHAS Admissions",35.29
"Portland","0900761800","2014","Mental Health","Rate (per 10,000)","DMHAS Admissions",69.6
"Portland","0900761800","2014","Mental Health","Rate (per 10,000)","Margins of Error",0.21
"Portland","0900761800","2014","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Portland","0900761800","2014","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Portland","0900761800","2014","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Portland","0900761800","2014","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Portland","0900761800","2014","Substance Abuse","Number","DMHAS Admissions",114
"Portland","0900761800","2014","Substance Abuse","Percent","DMHAS Admissions",60.96
"Portland","0900761800","2014","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",120.22
"Portland","0900761800","2014","Substance Abuse","Rate (per 10,000)","Margins of Error",0.35
"Portland","0900761800","2014","Total","Number","DMHAS Admissions",187
"Portland","0900761800","2014","Total","Rate (per 10,000)","DMHAS Admissions",197.19
"Portland","0900761800","2014","Total","Rate (per 10,000)","Margins of Error",0.58
"Portland","0900761800","2015","Mental Health","Number","DMHAS Admissions",71
"Portland","0900761800","2015","Mental Health","Percent","DMHAS Admissions",38.17
"Portland","0900761800","2015","Mental Health","Rate (per 10,000)","DMHAS Admissions",75.16
"Portland","0900761800","2015","Mental Health","Rate (per 10,000)","Margins of Error",0.22
"Portland","0900761800","2015","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Portland","0900761800","2015","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Portland","0900761800","2015","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Portland","0900761800","2015","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Portland","0900761800","2015","Substance Abuse","Number","DMHAS Admissions",102
"Portland","0900761800","2015","Substance Abuse","Percent","DMHAS Admissions",54.84
"Portland","0900761800","2015","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",107.97
"Portland","0900761800","2015","Substance Abuse","Rate (per 10,000)","Margins of Error",0.32
"Portland","0900761800","2015","Total","Number","DMHAS Admissions",186
"Portland","0900761800","2015","Total","Rate (per 10,000)","DMHAS Admissions",196.89
"Portland","0900761800","2015","Total","Rate (per 10,000)","Margins of Error",0.58
"Portland","0900761800","2016","Mental Health","Number","DMHAS Admissions",95
"Portland","0900761800","2016","Mental Health","Percent","DMHAS Admissions",40.43
"Portland","0900761800","2016","Mental Health","Rate (per 10,000)","DMHAS Admissions",101.02
"Portland","0900761800","2016","Mental Health","Rate (per 10,000)","Margins of Error",0.42
"Portland","0900761800","2016","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Portland","0900761800","2016","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Portland","0900761800","2016","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Portland","0900761800","2016","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Portland","0900761800","2016","Substance Abuse","Number","DMHAS Admissions",128
"Portland","0900761800","2016","Substance Abuse","Percent","DMHAS Admissions",54.47
"Portland","0900761800","2016","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",136.11
"Portland","0900761800","2016","Substance Abuse","Rate (per 10,000)","Margins of Error",0.56
"Portland","0900761800","2016","Total","Number","DMHAS Admissions",235
"Portland","0900761800","2016","Total","Rate (per 10,000)","DMHAS Admissions",249.89
"Portland","0900761800","2016","Total","Rate (per 10,000)","Margins of Error",1.04
"Portland","0900761800","2017","Mental Health","Number","DMHAS Admissions",83
"Portland","0900761800","2017","Mental Health","Percent","DMHAS Admissions",36.89
"Portland","0900761800","2017","Mental Health","Rate (per 10,000)","DMHAS Admissions",88.38
"Portland","0900761800","2017","Mental Health","Rate (per 10,000)","Margins of Error",0.41
"Portland","0900761800","2017","Mental Health and Substance Abuse","Number","DMHAS Admissions",16
"Portland","0900761800","2017","Mental Health and Substance Abuse","Percent","DMHAS Admissions",7.11
"Portland","0900761800","2017","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",17.04
"Portland","0900761800","2017","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.08
"Portland","0900761800","2017","Substance Abuse","Number","DMHAS Admissions",126
"Portland","0900761800","2017","Substance Abuse","Percent","DMHAS Admissions",56
"Portland","0900761800","2017","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",134.17
"Portland","0900761800","2017","Substance Abuse","Rate (per 10,000)","Margins of Error",0.63
"Portland","0900761800","2017","Total","Number","DMHAS Admissions",225
"Portland","0900761800","2017","Total","Rate (per 10,000)","DMHAS Admissions",239.59
"Portland","0900761800","2017","Total","Rate (per 10,000)","Margins of Error",1.12
"Portland","0900761800","2018","Mental Health","Number","DMHAS Admissions",68
"Portland","0900761800","2018","Mental Health","Percent","DMHAS Admissions",34.17
"Portland","0900761800","2018","Mental Health","Rate (per 10,000)","DMHAS Admissions",72.63
"Portland","0900761800","2018","Mental Health","Rate (per 10,000)","Margins of Error",0.18
"Portland","0900761800","2018","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Portland","0900761800","2018","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Portland","0900761800","2018","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Portland","0900761800","2018","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Portland","0900761800","2018","Substance Abuse","Number","DMHAS Admissions",118
"Portland","0900761800","2018","Substance Abuse","Percent","DMHAS Admissions",59.3
"Portland","0900761800","2018","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",126.04
"Portland","0900761800","2018","Substance Abuse","Rate (per 10,000)","Margins of Error",0.31
"Portland","0900761800","2018","Total","Number","DMHAS Admissions",199
"Portland","0900761800","2018","Total","Rate (per 10,000)","DMHAS Admissions",212.56
"Portland","0900761800","2018","Total","Rate (per 10,000)","Margins of Error",0.52
"Portland","0900761800","2019","Mental Health","Number","DMHAS Admissions",45
"Portland","0900761800","2019","Mental Health","Percent","DMHAS Admissions",38.79
"Portland","0900761800","2019","Mental Health","Rate (per 10,000)","DMHAS Admissions",48.27
"Portland","0900761800","2019","Mental Health","Rate (per 10,000)","Margins of Error",0.11
"Portland","0900761800","2019","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Portland","0900761800","2019","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Portland","0900761800","2019","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Portland","0900761800","2019","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Portland","0900761800","2019","Substance Abuse","Number","DMHAS Admissions",57
"Portland","0900761800","2019","Substance Abuse","Percent","DMHAS Admissions",49.14
"Portland","0900761800","2019","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",61.15
"Portland","0900761800","2019","Substance Abuse","Rate (per 10,000)","Margins of Error",0.14
"Portland","0900761800","2019","Total","Number","DMHAS Admissions",116
"Portland","0900761800","2019","Total","Rate (per 10,000)","DMHAS Admissions",124.44
"Portland","0900761800","2019","Total","Rate (per 10,000)","Margins of Error",0.28
"Portland","0900761800","2020","Mental Health","Number","DMHAS Admissions",45
"Portland","0900761800","2020","Mental Health","Percent","DMHAS Admissions",38.79
"Portland","0900761800","2020","Mental Health","Rate (per 10,000)","DMHAS Admissions",48.38
"Portland","0900761800","2020","Mental Health","Rate (per 10,000)","Margins of Error",0.14
"Portland","0900761800","2020","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Portland","0900761800","2020","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Portland","0900761800","2020","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Portland","0900761800","2020","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Portland","0900761800","2020","Substance Abuse","Number","DMHAS Admissions",57
"Portland","0900761800","2020","Substance Abuse","Percent","DMHAS Admissions",49.14
"Portland","0900761800","2020","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",61.28
"Portland","0900761800","2020","Substance Abuse","Rate (per 10,000)","Margins of Error",0.17
"Portland","0900761800","2020","Total","Number","DMHAS Admissions",116
"Portland","0900761800","2020","Total","Rate (per 10,000)","DMHAS Admissions",124.72
"Portland","0900761800","2020","Total","Rate (per 10,000)","Margins of Error",0.35
